"filename", "language", "PHP", "JSON", "JavaScript", "Markdown", "XML", "YAML", "Shell Script", "Makefile", "PostCSS", "comment", "blank", "total"
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Asset\VideoTest.php", "PHP", 23, 0, 0, 0, 0, 0, 0, 0, 0, 11, 8, 42
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Cloudinary\CloudinaryAssetTest.php", "PHP", 73, 0, 0, 0, 0, 0, 0, 0, 0, 14, 22, 109
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Cloudinary\CloudinaryTagTest.php", "PHP", 93, 0, 0, 0, 0, 0, 0, 0, 0, 17, 25, 135
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Cloudinary\CloudinaryTest.php", "PHP", 53, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 80
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Configuration\CloudConfigTest.php", "PHP", 25, 0, 0, 0, 0, 0, 0, 0, 0, 11, 8, 44
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Configuration\ConfigUtilsTest.php", "PHP", 88, 0, 0, 0, 0, 0, 0, 0, 0, 11, 21, 120
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Configuration\ConfigurationTest.php", "PHP", 104, 0, 0, 0, 0, 0, 0, 0, 0, 16, 36, 156
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Configuration\Provisioning\ConfigurationAccountTest.php", "PHP", 44, 0, 0, 0, 0, 0, 0, 0, 0, 11, 12, 67
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Configuration\SensitiveKeysSerializationTest.php", "PHP", 24, 0, 0, 0, 0, 0, 0, 0, 0, 11, 8, 43
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\HttpClientTest.php", "PHP", 23, 0, 0, 0, 0, 0, 0, 0, 0, 14, 6, 43
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Logger\LoggerTest.php", "PHP", 136, 0, 0, 0, 0, 0, 0, 0, 0, 30, 17, 183
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Provisioning\AccessKeysTest.php", "PHP", 53, 0, 0, 0, 0, 0, 0, 0, 0, 12, 21, 86
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Provisioning\ProvisioningUnitTestCase.php", "PHP", 34, 0, 0, 0, 0, 0, 0, 0, 0, 11, 13, 58
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Search\SearchApiTest.php", "PHP", 108, 0, 0, 0, 0, 0, 0, 0, 0, 23, 15, 146
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Tag\ClientHintsMetaTagTest.php", "PHP", 12, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 27
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Tag\FormInputTagTest.php", "PHP", 16, 0, 0, 0, 0, 0, 0, 0, 0, 11, 5, 32
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Tag\FormTagTest.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 17, 8, 47
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Tag\ImageTagTest.php", "PHP", 224, 0, 0, 0, 0, 0, 0, 0, 0, 14, 44, 282
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Tag\ImageTagTestCase.php", "PHP", 146, 0, 0, 0, 0, 0, 0, 0, 0, 82, 32, 260
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Tag\JsConfigTagTest.php", "PHP", 21, 0, 0, 0, 0, 0, 0, 0, 0, 11, 5, 37
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Tag\Patterns\FormTagPatterns.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 14, 5, 38
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Tag\PictureSourceTagTest.php", "PHP", 110, 0, 0, 0, 0, 0, 0, 0, 0, 13, 23, 146
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Tag\PictureTagTest.php", "PHP", 72, 0, 0, 0, 0, 0, 0, 0, 0, 11, 14, 97
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Tag\Responsive\GetBreakpointsTest.php", "PHP", 98, 0, 0, 0, 0, 0, 0, 0, 0, 11, 40, 149
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Tag\Responsive\SrcSetAttributeTest.php", "PHP", 41, 0, 0, 0, 0, 0, 0, 0, 0, 11, 14, 66
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Tag\SpriteTagTest.php", "PHP", 24, 0, 0, 0, 0, 0, 0, 0, 0, 11, 6, 41
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Tag\TagFromParamsTest.php", "PHP", 837, 0, 0, 0, 0, 0, 0, 0, 0, 84, 100, 1021
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Tag\TagTest.php", "PHP", 70, 0, 0, 0, 0, 0, 0, 0, 0, 18, 24, 112
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Tag\TagTestCase.php", "PHP", 26, 0, 0, 0, 0, 0, 0, 0, 0, 13, 5, 44
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Tag\TestTag.php", "PHP", 7, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 22
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Tag\UploadTagTest.php", "PHP", 76, 0, 0, 0, 0, 0, 0, 0, 0, 14, 17, 107
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Tag\VideoTagTest.php", "PHP", 169, 0, 0, 0, 0, 0, 0, 0, 0, 12, 40, 221
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Tag\VideoThumbnailTagTest.php", "PHP", 27, 0, 0, 0, 0, 0, 0, 0, 0, 11, 8, 46
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\TestHelpers\TestClassA.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 0, 19, 5, 38
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\TestHelpers\TestClassB.php", "PHP", 5, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 19
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\TestHelpers\TestLogger.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 14, 7, 43
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\UnitTestCase.php", "PHP", 41, 0, 0, 0, 0, 0, 0, 0, 0, 13, 21, 75
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Upload\CreateSlideshowTest.php", "PHP", 75, 0, 0, 0, 0, 0, 0, 0, 0, 14, 12, 101
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Upload\OAuthTest.php", "PHP", 62, 0, 0, 0, 0, 0, 0, 0, 0, 31, 18, 111
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Upload\UploadApiTest.php", "PHP", 138, 0, 0, 0, 0, 0, 0, 0, 0, 48, 25, 211
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Utils\ApiUtilsTest.php", "PHP", 241, 0, 0, 0, 0, 0, 0, 0, 0, 86, 23, 350
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Utils\FileUtilsTest.php", "PHP", 48, 0, 0, 0, 0, 0, 0, 0, 0, 11, 9, 68
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Utils\SignatureVerifierTest.php", "PHP", 206, 0, 0, 0, 0, 0, 0, 0, 0, 18, 44, 268
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tests\Unit\Utils\UtilsTest.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 29
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tools\allocate_test_cloud.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 5, 10
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tools\get_test_cloud.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 5, 10
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\cloudinary_php\tools\update_version.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 159, 0, 0, 23, 38, 220
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\.github\ISSUE_TEMPLATE\bug_report.md", "Markdown", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 12, 44
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\.github\ISSUE_TEMPLATE\feature_request.md", "Markdown", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 7, 22
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\.github\pull_request_template.md", "Markdown", 0, 0, 0, 18, 0, 0, 0, 0, 0, 7, 5, 30
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\.github\workflows\test.yaml", "YAML", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 1, 30
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\CHANGELOG.md", "Markdown", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 31, 89
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\CONTRIBUTING.md", "Markdown", 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 49, 133
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\DEVELOPER_GUIDELINE.md", "Markdown", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 5, 19
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\README.md", "Markdown", 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 33, 106
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\composer.json", "JSON", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 1, 53
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\docs\CloudinaryFilter.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 32, 7, 61
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\docs\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 9, 22
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\docs\sami_config.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 24
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\docs\themes\cloudinary\css\cloudinary.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 417, 14, 110, 541
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\docs\themes\cloudinary\manifest.yml", "YAML", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\phpcs.xml", "XML", 0, 0, 0, 0, 14, 0, 0, 0, 0, 3, 5, 22
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\phpunit.xml", "XML", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 1, 18
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Action.php", "PHP", 9, 0, 0, 0, 0, 0, 0, 0, 0, 19, 3, 31
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Adjustment\Addon\ViesusCorrect.php", "PHP", 26, 0, 0, 0, 0, 0, 0, 0, 0, 39, 10, 75
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Adjustment\Adjust.php", "PHP", 29, 0, 0, 0, 0, 0, 0, 0, 0, 15, 8, 52
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Adjustment\AdjustmentInterface.php", "PHP", 5, 0, 0, 0, 0, 0, 0, 0, 0, 15, 3, 23
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Adjustment\CommonAdjustmentTrait.php", "PHP", 30, 0, 0, 0, 0, 0, 0, 0, 0, 55, 9, 94
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Adjustment\FillLight.php", "PHP", 16, 0, 0, 0, 0, 0, 0, 0, 0, 30, 7, 53
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Adjustment\ImageAdjustmentTrait.php", "PHP", 84, 0, 0, 0, 0, 0, 0, 0, 0, 174, 21, 279
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Adjustment\Improve.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 39, 8, 67
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Adjustment\ImproveMode.php", "PHP", 15, 0, 0, 0, 0, 0, 0, 0, 0, 29, 7, 51
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Adjustment\Opacity.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 0, 0, 18, 4, 28
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Adjustment\OpacityQualifierTrait.php", "PHP", 9, 0, 0, 0, 0, 0, 0, 0, 0, 20, 3, 32
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Adjustment\RecolorQualifier.php", "PHP", 10, 0, 0, 0, 0, 0, 0, 0, 0, 23, 4, 37
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Adjustment\ReplaceColor.php", "PHP", 33, 0, 0, 0, 0, 0, 0, 0, 0, 55, 12, 100
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Animated\Animated.php", "PHP", 9, 0, 0, 0, 0, 0, 0, 0, 0, 21, 3, 33
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Animated\AnimatedEdit.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 0, 0, 17, 3, 26
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Animated\AnimatedEditTrait.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 0, 28, 5, 47
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Background\AutoBackground.php", "PHP", 39, 0, 0, 0, 0, 0, 0, 0, 0, 56, 20, 115
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Background\AutoBackgroundMode.php", "PHP", 23, 0, 0, 0, 0, 0, 0, 0, 0, 32, 10, 65
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Background\AutoBackgroundTrait.php", "PHP", 13, 0, 0, 0, 0, 0, 0, 0, 0, 21, 4, 38
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Background\AutoGradientBackground.php", "PHP", 27, 0, 0, 0, 0, 0, 0, 0, 0, 48, 14, 89
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Background\AutoGradientBackgroundTrait.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 27, 4, 50
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Background\Background.php", "PHP", 35, 0, 0, 0, 0, 0, 0, 0, 0, 56, 10, 101
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Background\BackgroundColorTrait.php", "PHP", 12, 0, 0, 0, 0, 0, 0, 0, 0, 21, 5, 38
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Background\BackgroundQualifierTrait.php", "PHP", 9, 0, 0, 0, 0, 0, 0, 0, 0, 27, 3, 39
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Background\BackgroundTrait.php", "PHP", 12, 0, 0, 0, 0, 0, 0, 0, 0, 25, 5, 42
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Background\BlurredBackground.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 0, 0, 40, 10, 72
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Background\GenerativeFillBackground.php", "PHP", 34, 0, 0, 0, 0, 0, 0, 0, 0, 40, 14, 88
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\BaseAction.php", "PHP", 113, 0, 0, 0, 0, 0, 0, 0, 0, 112, 39, 264
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\BaseComponent.php", "PHP", 31, 0, 0, 0, 0, 0, 0, 0, 0, 44, 12, 87
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Border\Border.php", "PHP", 33, 0, 0, 0, 0, 0, 0, 0, 0, 58, 14, 105
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Border\BorderQualifier.php", "PHP", 36, 0, 0, 0, 0, 0, 0, 0, 0, 49, 16, 101
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Border\BorderQualifierTrait.php", "PHP", 9, 0, 0, 0, 0, 0, 0, 0, 0, 21, 3, 33
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Border\BorderStyleTrait.php", "PHP", 9, 0, 0, 0, 0, 0, 0, 0, 0, 20, 3, 32
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Border\BorderValue.php", "PHP", 28, 0, 0, 0, 0, 0, 0, 0, 0, 42, 11, 81
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\CommonTransformation.php", "PHP", 71, 0, 0, 0, 0, 0, 0, 0, 0, 64, 22, 157
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\CommonTransformationInterface.php", "PHP", 18, 0, 0, 0, 0, 0, 0, 0, 0, 104, 15, 137
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\CommonTransformationTrait.php", "PHP", 49, 0, 0, 0, 0, 0, 0, 0, 0, 70, 13, 132
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\ComponentInterface.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 20, 5, 33
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Condition\ConditionQualifierTrait.php", "PHP", 9, 0, 0, 0, 0, 0, 0, 0, 0, 22, 3, 34
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Condition\Conditional.php", "PHP", 35, 0, 0, 0, 0, 0, 0, 0, 0, 45, 12, 92
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Condition\EndIfCondition.php", "PHP", 11, 0, 0, 0, 0, 0, 0, 0, 0, 18, 5, 34
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Condition\IfCondition.php", "PHP", 16, 0, 0, 0, 0, 0, 0, 0, 0, 19, 6, 41
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Condition\IfElse.php", "PHP", 11, 0, 0, 0, 0, 0, 0, 0, 0, 18, 5, 34
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\CustomFunction\CustomFunction.php", "PHP", 25, 0, 0, 0, 0, 0, 0, 0, 0, 52, 12, 89
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\CustomFunction\CustomFunctionQualifierTrait.php", "PHP", 12, 0, 0, 0, 0, 0, 0, 0, 0, 24, 3, 39
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\CustomFunction\CustomFunctionTrait.php", "PHP", 27, 0, 0, 0, 0, 0, 0, 0, 0, 55, 9, 91
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\CustomFunction\CustomFunctionValue.php", "PHP", 13, 0, 0, 0, 0, 0, 0, 0, 0, 21, 5, 39
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\CustomFunction\TransformationCustomFunctionTrait.php", "PHP", 9, 0, 0, 0, 0, 0, 0, 0, 0, 21, 3, 33
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Delivery\ColorSpace\ColorSpace.php", "PHP", 36, 0, 0, 0, 0, 0, 0, 0, 0, 63, 17, 116
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Delivery\ColorSpace\ColorSpaceQualifierTrait.php", "PHP", 13, 0, 0, 0, 0, 0, 0, 0, 0, 37, 4, 54
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Delivery\Delivery.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 0, 0, 17, 3, 26
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Delivery\DeliveryBuilderTrait.php", "PHP", 28, 0, 0, 0, 0, 0, 0, 0, 0, 53, 9, 90
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Delivery\Dpr.php", "PHP", 12, 0, 0, 0, 0, 0, 0, 0, 0, 16, 6, 34
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Delivery\Format\AnimatedFormat.php", "PHP", 21, 0, 0, 0, 0, 0, 0, 0, 0, 32, 9, 62
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Delivery\Format\AnimatedFormatTrait.php", "PHP", 25, 0, 0, 0, 0, 0, 0, 0, 0, 37, 9, 71
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Delivery\Format\AudioFormatInterface.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 0, 13, 3, 30
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Delivery\Format\AudioFormatTrait.php", "PHP", 41, 0, 0, 0, 0, 0, 0, 0, 0, 49, 11, 101
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Delivery\Format\Format.php", "PHP", 32, 0, 0, 0, 0, 0, 0, 0, 0, 58, 11, 101
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Delivery\Format\FormatInterface.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 0, 0, 13, 3, 22
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Delivery\Format\FormatQualifier.php", "PHP", 12, 0, 0, 0, 0, 0, 0, 0, 0, 17, 6, 35
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Delivery\Format\FormatQualifierTrait.php", "PHP", 10, 0, 0, 0, 0, 0, 0, 0, 0, 19, 4, 33
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Delivery\Format\FormatTrait.php", "PHP", 16, 0, 0, 0, 0, 0, 0, 0, 0, 25, 5, 46
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Delivery\Format\ImageFormatInterface.php", "PHP", 39, 0, 0, 0, 0, 0, 0, 0, 0, 13, 3, 55
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Delivery\Format\ImageFormatTrait.php", "PHP", 85, 0, 0, 0, 0, 0, 0, 0, 0, 93, 22, 200
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Delivery\Format\VideoFormatInterface.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 13, 3, 35
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Delivery\Format\VideoFormatTrait.php", "PHP", 61, 0, 0, 0, 0, 0, 0, 0, 0, 69, 16, 146
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Delivery\Quality\ChromaSubSampling.php", "PHP", 40, 0, 0, 0, 0, 0, 0, 0, 0, 39, 10, 89
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Delivery\Quality\JpegMini.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 13, 3, 24
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Delivery\Quality\Quality.php", "PHP", 29, 0, 0, 0, 0, 0, 0, 0, 0, 54, 10, 93
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Delivery\Quality\QualityBuilderTrait.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 41, 8, 69
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Delivery\Quality\QualityQualifier.php", "PHP", 31, 0, 0, 0, 0, 0, 0, 0, 0, 60, 17, 108
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Delivery\Quality\QualityQualifierTrait.php", "PHP", 9, 0, 0, 0, 0, 0, 0, 0, 0, 25, 3, 37
"d:\xampp\htdocs\mywebsite\vendor\cloudinary\transformation-builder-sdk\src\Transformation\Delivery\Quality\QualityTrait.php", "PHP", 49, 0, 0, 0, 0, 0, 0, 0, 0, 80, 12, 141
